"y" "x1" "x2" "x3" "x4"
85.5622815085956 7.24029095532094 4.45559626894972 4.82448304027678 1
63.3922266195232 5.5013214077732 2.56616971033329 3.70300184103762 1
70.8596516417976 5.85492830477019 4.10555500363473 3.71976878915155 1
64.2387001002479 5.5779289363225 2.43504406789838 3.02904658067639 1
80.9238578352771 7.05472575472387 3.12002769413384 3.77588240096411 1
84.7879134329329 7.46117982628865 3.05551490404945 4.34240071064888 1
67.9839703158231 5.87459962780807 2.54587137723632 2.36150078440252 1
73.5872641984568 6.23693224041351 3.67892863442675 3.94387740597354 1
81.994068870816 7.09471668856947 3.17264028345786 2.96946264610802 1
74.1880212058303 6.51427814024373 3.11686055656198 5.55021097212836 1
80.8335399361225 6.86553061480413 4.18034024030564 4.96128851819044 1
67.4382167961434 5.90417617664407 2.52962544418003 3.68453116642469 1
72.2829305112944 6.22953358109618 3.34834215259696 4.66475135614237 1
73.9499300831347 6.17554587401364 4.295685118111 4.97451129954297 1
97.3517670699333 8.41208165929355 3.52739260947291 2.83365293235052 1
64.0317250459093 5.60280365954319 2.35713758776411 3.48432614346289 1
67.3868936971217 5.71506257884145 3.42293850611739 4.30901608710446 1
80.1734409768621 7.09048281881585 2.68411194423034 3.89913927346559 1
87.0201812343837 7.49985679901185 3.79686425023244 4.32138140433699 1
74.7930224822032 6.63498894071618 2.72779893225556 4.99360686770062 1
114.745286722578 5.58400413454877 1.77066266403185 2.88955349190742 1
89.6569150239487 7.67714836902322 3.67102948636207 2.73613685194145 1
71.3309286561402 6.24866426848207 2.71225344101468 3.90927489429765 1
76.3219730035099 6.34644049949969 4.32444614886973 3.97981777393536 1
63.0775382867074 5.54751802773238 2.48192869843899 4.76968728085715 1
53.3667263447064 4.52575600707294 2.33183533261579 3.14193664264362 1
60.0030635701394 5.16869829591326 2.36205651685327 2.85383288139334 1
54.0591482567149 4.67046029501585 1.87380131182004 2.41087352593716 1
42.7462710266548 3.84417444395901 0.680905011691363 2.82536601163727 1
64.7838599754152 5.86072759320349 1.48348878854564 3.10643528431444 1
51.1519239150335 4.5464868546419 1.48557120506742 3.6708882859027 1
80.6060562420986 6.99520747687791 3.22889757082973 3.69036278650066 1
75.6151089942369 6.20405318689408 4.71475095597271 4.39174186733229 1
70.4034521524642 6.03487478265582 3.57898711258123 5.54754341864976 1
77.6634334278147 6.65082611305123 3.73488939764401 4.61219706852721 1
63.3625548740015 5.42717930758452 3.26141021799225 5.76461440414065 1
71.9888169387561 6.15625578073837 3.37217586132311 3.93817997171316 1
68.9935106079396 5.99214725855419 2.72938849412726 3.42540303065792 1
57.8375536991722 5.13364284569441 1.70492855947253 3.16272707229685 1
66.67521425011 5.84481072481287 2.60493224883343 4.28196163298706 1
82.0025839031626 7.00471714493243 4.00917683464608 4.73785025313374 1
56.646657146398 4.82101760336801 2.73322168660721 4.40629977079929 1
74.0374008310516 6.52343274822292 2.45889387962409 3.1885953519618 1
66.9510900977673 5.99120072086235 1.60056745601705 2.29946449135461 1
62.9142018865905 5.53031188318621 2.1016958640974 3.05353320881155 1
66.5082633993746 5.72333814425019 3.05059934520319 4.35420964477809 1
64.2742368063967 5.58775806818051 2.39828437081721 2.98627179098777 1
54.537867666482 4.97025659812086 1.55515327196577 1.99714518975704 1
64.8671100128895 6.10508015340962 1.66206781216716 4.59874369561607 1
66.1044340783581 6.13693477633163 1.52302135391526 2.58263259438591 1
81.208683403619 6.97375618914485 4.65067195420956 4.85371792459057 1
63.3946803058266 5.41167115837199 3.94670476865156 4.85424803458209 1
44.0646430997734 4.03242010047571 1.30812973920681 2.95860404639414 1
74.1251521026602 6.36505059855047 4.33532314554784 4.73824405395341 1
67.5695894478842 6.2596265447145 1.85478359755423 3.55088931084658 1
60.10780840281 5.62803781100531 1.65573221879843 4.28122154447166 1
98.9197627891825 8.53159988572429 5.01324623679084 4.87054515996709 1
59.0820103339978 5.07083555195959 3.19967782580848 2.93679150480469 1
77.0104139581043 6.83604719302453 3.3467213326662 4.00326048950592 1
78.927117715317 7.00316839441275 3.40957417927741 4.02537980880005 1
77.3198032558082 6.86442697374616 3.70559727320153 5.54583337493473 1
48.5819457428545 4.49689737868686 1.25271781638192 2.7685648922143 1
50.1797941759806 4.48945231623577 2.06858550448115 3.44710135037356 1
74.7642007900306 6.52497134207657 4.06734411132441 5.38338051049706 1
47.4610883387623 4.1887052541763 2.09102512954782 3.15581512717377 1
65.2287388142082 5.95418401576429 2.44602711879277 4.60384107932256 2
70.9734117427449 6.30579430542431 3.40196008149574 5.09780339669209 2
50.0572996654541 4.49343369620312 2.1660046583817 4.2676890237945 2
49.0742878229912 4.28167358116021 2.35784302343937 3.10055281327382 2
64.683981223605 5.93906461707243 2.07719853077847 3.68927976575295 2
81.7064074872888 7.26310950312156 3.81231602336386 5.72402571475583 2
82.8262236882756 7.49457177321215 2.87458948401768 4.16022058694324 2
95.1609393979618 8.41024719805226 3.6555711960703 3.52988112964978 2
64.3950156133023 5.5912256677949 3.56334343193096 4.48980676933379 2
66.5828339214385 5.80055647333385 3.60798798007628 4.57776152082631 2
66.9686469199893 6.20874258842139 1.63583329896712 2.82616810822584 2
54.4592706472387 4.82598987438793 2.56407771862946 4.00941041275057 2
76.211892125435 6.90625295114566 2.47695621967829 3.09793652080113 2
62.069116789174 5.50801415325389 3.03115315999807 4.75658590908198 2
39.9397428956698 3.4344178499176 1.92188760217941 2.96449413659281 2
67.9345908128778 5.93257838743801 3.41124088941399 3.66541539839766 2
69.6131347760441 6.37706756156061 1.84528195023939 2.27666541067424 2
68.6482202173701 6.39058702646544 1.61074431975546 3.0993521056304 2
71.4415760125282 6.46819137966556 2.55513510505678 3.58430421977492 2
73.0943894137614 6.34375829912146 4.15792577284088 5.43128219605965 2
78.8661248819348 6.90763524917613 4.04212622637861 5.08083223470137 2
75.3530351183032 6.71567382614418 3.62835540516318 5.95282010248011 2
86.6780810856741 7.57291836510353 4.28806110419104 4.87951589374493 2
60.112022544659 5.22162653791078 3.15971421840145 3.61824749711289 2
69.7351873833315 6.23966673034881 2.73536055028327 3.17613145764958 2
64.0785698086134 5.81832099201597 2.35686876619668 3.76755136925 2
72.1949362757676 6.35583436064148 3.74708945489715 5.40670766992396 2
80.8311874195992 6.96878297866146 4.64767746012876 5.43466201153219 2
58.5187604934258 5.18689149621339 2.44477725743339 2.64275167412135 2
144.336162904615 8.35788543305701 4.78112172593625 4.69089062830269 2
73.9526185809191 6.73507174715019 2.35494415796926 3.31198609329483 2
58.7808256101676 5.2965761027058 2.21324021220836 3.1005613944911 2
59.8823249742026 5.3641326993504 2.83826889454388 5.27398700742816 2
55.5218019630436 5.08065511743252 1.68370702369657 2.70710728174656 2
68.6996555115353 6.20558161942968 2.54095578956773 3.5083088916172 2
81.5189406431074 7.5111019467269 1.90560968146984 2.91639117405884 2
71.9576815157598 6.46694543048344 3.07115943447637 4.85291272209943 2
57.6785420152662 5.23985932723388 2.25052533709922 4.22187422815981 2
71.5752202034463 6.31046611360458 3.33328016879153 3.79714812553955 2
52.6148030841275 4.76524625678927 1.58400019344424 1.88933641604434 2
82.2860735627646 7.43858460614175 2.75201136484589 3.5938237141034 2
78.679149737372 6.95406766367149 3.84035525573923 5.39834198483726 2
